Country,Region,Year,Documents,Citable documents,Citations,Self-citations,Citations per document,H index,Democracy score
Qatar,Asia,2024,7977,7316,148877,13635,16.039346472626015,295,3.819973748147942
Qatar,Asia,2025,8588,7889,161414,14725,15.520833215552845,295,3.9239574161797606
Qatar,Asia,2026,9245,8502,174115,15839,14.996525564038816,295,4.04181455
Qatar,Asia,2027,9948,9156,186971,16976,14.465548307721757,295,4.1734819262417915
Qatar,Asia,2028,9905,9068,171592,16047,11.243912809891942,295,4.203403575573232
Qatar,Asia,2029,10515,9640,184128,17136,10.725399552824342,295,4.307387243605183
Qatar,Asia,2030,11172,10254,196829,18250,10.201091901303261,295,4.4252443776149315
Romania,Europe,2023,21059,18041,203205,29375,10.576042017376652,419,5.810498718178281
Romania,Europe,2024,21083,18942,168964,24126,7.954626856823494,419,6.350754715960266
Romania,Europe,2025,21718,19208,174403,24001,8.058285959748998,419,6.2202568358272305
Romania,Europe,2026,22436,19477,180871,24118,8.229895058670978,419,6.042469041093362
Romania,Europe,2027,23237,19750,188353,24475,8.468430672935549,419,5.817719657701032
Romania,Europe,2028,23262,20652,154113,19226,5.847015512389536,419,6.357975655480207
Romania,Europe,2029,23896,20917,159551,19101,5.950674615320574,419,6.227477775345868
Romania,Europe,2030,24615,21187,166019,19218,6.122283714236727,419,6.049689980612693
Rwanda,Africa,2023,969,911,17168,1126,20.355500251367502,112,3.0219430192054366
Rwanda,Africa,2024,1132,1040,14684,1062,13.093841213255104,112,2.9866985247625433
Rwanda,Africa,2025,1183,1093,16061,1120,13.380650470245932,112,2.9654474091637093
Rwanda,Africa,2026,1234,1146,17413,1186,13.458714769676718,112,2.9530770091998924
Rwanda,Africa,2027,1283,1197,18740,1259,13.326131549856882,112,2.9495689943701784
Rwanda,Africa,2028,1446,1326,16256,1195,6.064472511750637,112,2.9143244999275626
Rwanda,Africa,2029,1497,1380,17632,1253,6.351281768757325,112,2.893073384328751
Rwanda,Africa,2030,1548,1432,18984,1319,6.429346068163063,112,2.880702984365036
Saudi Arabia,Asia,2023,48428,46118,861530,194950,16.13803261,568,2.1006060042659933
Saudi Arabia,Asia,2024,54953,52641,802831,174138,12.524804898192322,568,2.1465247875070657
Saudi Arabia,Asia,2025,57613,55128,856305,191007,11.736197238477299,568,2.1682752495994535
Saudi Arabia,Asia,2026,60204,57540,911986,209678,10.986424700863491,568,2.189553489527842
Saudi Arabia,Asia,2027,62726,59876,969834,230136,10.27446582429392,568,2.210367326133154
Saudi Arabia,Asia,2028,69251,66400,911135,209323,6.661238117251571,568,2.2562861093741837
Saudi Arabia,Asia,2029,71911,68887,964608,226192,5.872630457542314,568,2.2780365714665223
Saudi Arabia,Asia,2030,74502,71298,1020289,244864,5.122857919922168,568,2.2993148113949786
Senegal,Africa,2023,1557,1326,16042,1059,10.076445349169468,159,6.681640216907434
Senegal,Africa,2024,1409,1269,12022,818,5.897400752443623,159,6.0468312257370584
Senegal,Africa,2025,1522,1351,12946,835,5.493307296578674,159,6.209573636360833
Senegal,Africa,2026,1647,1441,13898,856,5.114621061944117,159,6.421696572
Senegal,Africa,2027,1786,1536,14876,882,4.7600882080870335,159,6.682829282261958
Senegal,Africa,2028,1638,1479,10856,641,0.5810436113687203,159,6.048020291094723
Senegal,Africa,2029,1751,1561,11780,657,0.17695015551151982,159,6.210762701720058
Senegal,Africa,2030,1877,1651,12732,679,0,159,6.4228856369979965
Serbia,Europe,2023,12314,11228,106042,15052,7.570862410116776,350,5.1793457146569155
Serbia,Europe,2024,11140,10191,86828,9901,6.2208655967994595,350,5.870386639750701
Serbia,Europe,2025,11804,10772,86728,9933,5.305898251916897,350,5.6238161768033095
Serbia,Europe,2026,12587,11453,86888,10171,4.358151527587008,350,5.324291607498958
Serbia,Europe,2027,13489,12235,87301,10610,3.3775356812382604,350,4.972197483877155
Serbia,Europe,2028,12316,11198,68087,5459,2.027538867920949,350,5.663238408967871
Serbia,Europe,2029,12979,11778,67988,5492,1.1125715230393212,350,5.416667946018614
Serbia,Europe,2030,13762,12460,68148,5729,0.16482479870783706,350,5.117143376715942
Sierra Leone,Africa,2023,333,302,7592,695,26.152130920368243,90,5.911290667228217
Sierra Leone,Africa,2024,370,325,6423,553,17.944730159977794,90,5.378223987342388
Sierra Leone,Africa,2025,391,346,6996,617,17.54256385284672,90,5.6046390783860005
Sierra Leone,Africa,2026,412,368,7527,680,16.721696110611276,90,5.8806368250508045
Sierra Leone,Africa,2027,432,390,8017,743,15.480641258909557,90,6.205832987108739
Sierra Leone,Africa,2028,469,412,6848,602,7.273240498518533,90,5.672766307226222
Sierra Leone,Africa,2029,491,433,7421,666,6.871074191404247,90,5.8991813982713115
Sierra Leone,Africa,2030,511,455,7952,729,6.0502064491382725,90,6.175179144935456
Singapore,Asia,2023,38378,31979,653053,57992,20.145138525046523,806,5.973275833461999
Singapore,Asia,2024,33710,29589,506473,47039,12.675862745975948,806,6.097428218570773
Singapore,Asia,2025,36577,31632,517288,47877,11.762964233659613,806,6.054789201578336
Singapore,Asia,2026,39934,33969,530575,48961,11.008589242521285,806,6.007974521709086
Singapore,Asia,2027,43779,36598,546277,50290,10.41026059132927,806,5.9570736054915905
Singapore,Asia,2028,39111,34208,399697,39337,2.9409848122760067,806,6.081225990599692
Singapore,Asia,2029,41978,36251,410512,40175,2.028086299972962,806,6.038586973606938
Singapore,Asia,2030,45335,38587,423799,41259,1.2737113088208432,806,5.991772293737804
Slovakia,Europe,2023,12988,12214,100712,14110,7.903327324717244,355,6.499466551010524
Slovakia,Europe,2024,12277,11541,77825,12188,3.984560165322401,355,6.838787797348958
Slovakia,Europe,2025,12990,12199,80101,11879,3.655114974640922,355,6.714023498264087
Slovakia,Europe,2026,13788,12938,82746,11654,3.4365494676606527,355,6.558258361674415
Slovakia,Europe,2027,14673,13759,85749,11513,3.3274529399447204,355,6.371651500789059
Slovakia,Europe,2028,13963,13086,62862,9591,0,355,6.710972747126238
Slovakia,Europe,2029,14675,13743,65138,9282,0,355,6.586208448040425
Slovakia,Europe,2030,15474,14483,67782,9057,0,355,6.430443311451889
Slovenia,Europe,2023,10393,8897,109596,10984,11.122527721278583,409,8.360493779750305
Slovenia,Europe,2024,9184,8301,82277,7142,7.388701136431717,409,7.853070024657638
Slovenia,Europe,2025,9779,8708,82965,6986,6.674233915887893,409,8.025298333805125
Slovenia,Europe,2026,10500,9188,84268,6988,6.025103957940747,409,8.244465269766463
Slovenia,Europe,2027,11346,9740,86177,7147,5.440190361505593,409,8.510235334977043
Slovenia,Europe,2028,10137,9144,58858,3305,1.7063637766664606,409,8.002811579887327
Slovenia,Europe,2029,10732,9551,59546,3149,0.9918965561287578,409,8.175039889036132
Slovenia,Europe,2030,11453,10031,60849,3151,0.3427665981751318,409,8.394206824996816
South Africa,Africa,2023,42140,34974,419857,71016,7.787470341768525,652,5.959069150054479
South Africa,Africa,2024,42009,36705,360579,58910,3.6652007478977247,652,6.666398001769309
South Africa,Africa,2025,44514,38441,365727,58933,2.433515249,652,6.419000177321596
South Africa,Africa,2026,47195,40166,372121,59216,1.3535368678822834,652,6.112172822350031
South Africa,Africa,2027,50050,41881,379738,59752,0.4239413336996378,652,5.746515999340968
South Africa,Africa,2028,49918,43612,320460,47646,0,652,6.453844851050595
South Africa,Africa,2029,52424,45348,325608,47670,0,652,6.206447026601087
South Africa,Africa,2030,55104,47073,332002,47952,0,652,5.899619671629296
South Korea,Asia,2023,120927,114006,1309192,232647,10.54896097960234,934,8.496441786091035
South Korea,Asia,2024,114922,109998,1030233,188270,6.611408719354724,934,8.171439484951522
South Korea,Asia,2025,120497,114894,1022818,187803,5.764895262691475,934,8.272457839858019
South Korea,Asia,2026,126805,120351,1020759,188287,5.025110666304464,934,8.406528237376813
South Korea,Asia,2027,133842,126363,1023958,189706,4.390792337269481,934,8.573467744070761
South Korea,Asia,2028,127837,122354,745000,145329,0.4532400770313174,934,8.248465442932876
South Korea,Asia,2029,133411,127250,737584,144861,0,934,8.349483797840207
South Korea,Asia,2030,139720,132707,735526,145346,0,934,8.483554195358353
Spain,Europe,2023,176570,156689,1468679,281690,8.805877126100476,1215,7.178018529671231
Spain,Europe,2024,148537,135028,1005935,194347,3.950300769418952,1215,7.938168207912547
Spain,Europe,2025,162332,146846,966923,186763,2.552920616980142,1215,7.735639876392009
Spain,Europe,2026,178921,160894,939598,181672,1.2795439645819187,1215,7.456201164956776
Spain,Europe,2027,198284,177155,923797,179041,0.12873285701341075,1215,7.100259742817834
Spain,Europe,2028,170252,155494,461052,91698,0,1215,7.860409421055638
Spain,Europe,2029,184046,167313,422041,84114,0,1215,7.657881089533182
Spain,Europe,2030,200635,181361,394716,79023,0,1215,7.378442378099532
Sri Lanka,Asia,2023,4295,3829,42512,5371,5.350626590283241,251,5.264058128737558
Sri Lanka,Asia,2024,4616,4178,41257,4821,4.275442310943717,251,6.165076218788407
Sri Lanka,Asia,2025,4875,4399,42437,5140,2.4506770746615665,251,5.956702145967897
Sri Lanka,Asia,2026,5146,4627,43661,5469,0.550533418,251,5.667547663017267
Sri Lanka,Asia,2027,5427,4863,44927,5807,0,251,5.298130694585375
Sri Lanka,Asia,2028,5747,5211,43672,5257,0,251,6.199148784631754
Sri Lanka,Asia,2029,6007,5432,44852,5577,0,251,5.990774712
Sri Lanka,Asia,2030,6277,5660,46076,5906,0,251,5.701620228859831
Sudan,Africa,2023,1534,1444,23075,1286,19.116049018084507,140,2.450220197
Sudan,Africa,2024,1770,1657,17983,1096,11.039712255214699,140,2.5099106985022273
Sudan,Africa,2025,1826,1712,19622,1148,11.999665506491024,140,2.5084615749407124
Sudan,Africa,2026,1881,1766,21318,1212,12.955153241972589,140,2.4963394184687875
Sudan,Africa,2027,1935,1820,23070,1290,13.903366016455937,140,2.473582485641483
Sudan,Africa,2028,2172,2033,17979,1100,5.8270292536014345,140,2.533272987395117
Sudan,Africa,2029,2227,2087,19617,1152,6.786982504896429,140,2.5318238638334893
Sudan,Africa,2030,2282,2142,21314,1216,7.742470240353114,140,2.5197017073615493
Suriname,South America,2023,106,98,1178,137,10.348273376373514,57,5.679390586042615
Suriname,South America,2024,98,88,1194,103,9.090864714031762,57,6.687029202066073
Suriname,South America,2025,107,96,1190,118,6.743066523380321,57,6.438120229
Suriname,South America,2026,116,106,1212,133,4.911888205611882,57,6.107756694879791
Suriname,South America,2027,126,116,1261,148,3.596322459755365,57,5.696565845231973
Suriname,South America,2028,118,105,1277,114,2.3389137974310543,57,6.704204461250088
Suriname,South America,2029,127,114,1273,129,0,57,6.455295488341141
Suriname,South America,2030,136,123,1295,144,0,57,6.124931954062562
Sweden,Europe,2023,63498,54091,691918,84967,7.9207023219255674,1159,8.606566505163169
Sweden,Europe,2024,55375,50488,499750,61378,3.2988091197867746,1159,9.087262638951577
Sweden,Europe,2025,58870,52989,453855,55186,0.8369097810606405,1159,8.936892661925791
Sweden,Europe,2026,63187,55917,411244,49543,0,1159,8.751167338210797
Sweden,Europe,2027,68322,59269,371860,44442,0,1159,8.530628205798454
Sweden,Europe,2028,60199,55666,179693,20852,0,1159,9.011324339582075
Sweden,Europe,2029,63693,58167,133798,14660,0,1159,8.860954362555182
Sweden,Europe,2030,68011,61095,91187,9017,0,1159,8.675229038838678
Switzerland,Europe,2023,78092,66025,924213,118026,11.079504302842409,1291,7.931044879572806
Switzerland,Europe,2024,66496,58345,597842,84805,3.849836803468918,1291,8.825639103274384
Switzerland,Europe,2025,71707,62232,552060,80242,1.5773732205744295,1291,8.609584279577547
Switzerland,Europe,2026,78146,66970,512462,76530,0,1291,8.321401729850482
Switzerland,Europe,2027,85806,72555,478943,73656,0,1291,7.961642818
Switzerland,Europe,2028,74210,64875,152572,40435,0,1291,8.856237042098314
Switzerland,Europe,2029,79420,68762,106790,35872,0,1291,8.640182218399316
Switzerland,Europe,2030,85860,73500,67192,32160,0,1291,8.351999669
Taiwan,Asia,2023,40859,37866,547881,77259,11.822705265572827,688,10.011265363596351
Taiwan,Asia,2024,41120,38427,304104,37986,7.8509590682859045,688,9.291234355600743
Taiwan,Asia,2025,41008,38149,304144,37938,7.479814939,688,9.631704209735254
Taiwan,Asia,2026,41019,37956,314594,39997,7.177443241802797,688,10.037477972818566
Taiwan,Asia,2027,41154,37849,335350,44144,6.9425192151399315,688,10.508079762630281
Taiwan,Asia,2028,41415,38411,91573,4871,2.9707730178619585,688,9.788048755
Taiwan,Asia,2029,41303,38132,91613,4824,2.5996288881952587,688,10.12851860877527
Taiwan,Asia,2030,41314,37940,102062,6882,2.297257191378268,688,10.534292371857077
Tajikistan,Asia,2023,427,407,4408,455,11.635301676580497,72,1.5042863759431362
Tajikistan,Asia,2024,398,381,3628,364,9.165766033763076,72,1.4991150128955493
Tajikistan,Asia,2025,434,416,4049,405,9.484325025142677,72,1.4130809841081606
Tajikistan,Asia,2026,472,452,4471,448,9.77767029,72,1.3312133671130282
Tajikistan,Asia,2027,513,490,4892,493,10.04498652954995,72,1.2535263951190165
Tajikistan,Asia,2028,484,464,4112,402,7.575450886736484,72,1.2483550320714545
Tajikistan,Asia,2029,520,498,4534,443,7.894009878121886,72,1.162321003283896
Tajikistan,Asia,2030,559,534,4955,487,8.187355142930228,72,1.0804533862890962
Tanzania,Africa,2023,2733,2511,24983,3457,0,228,5.870172095839939
Tanzania,Africa,2024,3115,2904,21897,3118,0,228,4.949995255344046
Tanzania,Africa,2025,3222,3000,20994,3006,0,228,5.071393976136467
Tanzania,Africa,2026,3317,3079,20124,2899,0,228,5.259350177976344
Tanzania,Africa,2027,3399,3143,19287,2796,0,228,5.513435073762199
Tanzania,Africa,2028,3782,3535,16201,2457,0,228,4.593258233269859
Tanzania,Africa,2029,3889,3631,15297,2345,0,228,4.714656954
Tanzania,Africa,2030,3984,3711,14427,2238,0,228,4.902613155902455
Thailand,Asia,2023,24491,23068,258006,44815,9.880587910515889,452,5.724855637244166
Thailand,Asia,2024,28700,27209,204161,38468,4.025175299131151,452,5.685818217249897
Thailand,Asia,2025,29351,27805,211723,40045,3.7291540796579365,452,5.676035548008614
Thailand,Asia,2026,29854,28247,220926,41857,3.663219735975611,452,5.650917851817818
Thailand,Asia,2027,30209,28537,231747,43902,3.8250149905064976,452,5.610483720846741
Thailand,Asia,2028,34418,32677,177901,37555,0,452,5.571446300852102
Thailand,Asia,2029,35070,33273,185463,39132,0,452,5.561663631610902
Thailand,Asia,2030,35572,33715,194666,40944,0,452,5.536545935419763
Togo,Africa,2023,257,254,2547,291,6.275640833521674,72,2.017393057090843
Togo,Africa,2024,352,336,2511,269,5.676942371172988,72,2.6400630927650623
Togo,Africa,2025,352,339,2595,287,5.042835727424864,72,2.421381143437734
Togo,Africa,2026,347,337,2679,305,4.430421462451337,72,2.1417331505143427
Togo,Africa,2027,336,330,2764,323,3.839628278421671,72,1.8015121576337045
Togo,Africa,2028,430,412,2728,301,3.2409298160740327,72,2.424182193304549
Togo,Africa,2029,431,415,2812,319,2.606823172325802,72,2.2055002439755507
Togo,Africa,2030,426,413,2897,337,1.994408907353197,72,1.9258522510532154
Trinidad and Tobago,South America,2023,549,400,4674,272,7.271522080445113,131,6.7721467
Trinidad and Tobago,South America,2024,604,477,3939,275,5.712073836377723,131,7.163933436150606
Trinidad and Tobago,South America,2025,610,471,3887,261,5.150964214951415,131,7.084701289181897
Trinidad and Tobago,South America,2026,613,461,3783,245,4.4806598174611025,131,6.969665265242007
Trinidad and Tobago,South America,2027,614,446,3628,228,3.7010626578902297,131,6.818752606773812
Trinidad and Tobago,South America,2028,669,524,2893,232,2.141614413821287,131,7.210539343035155
Trinidad and Tobago,South America,2029,675,518,2841,218,1.5805047923971962,131,7.131307196065352
Trinidad and Tobago,South America,2030,678,508,2737,202,0.9102003949020769,131,7.016271172128811
Tunisia,Africa,2023,11034,10706,92436,13376,6.006253871781176,271,8.631391264448295
Tunisia,Africa,2024,11261,10606,79718,11348,4.715422490646905,271,7.859561356742326
Tunisia,Africa,2025,11706,11097,80457,11228,3.8384823192602937,271,8.294579485283979
Tunisia,Africa,2026,12190,11645,81290,11149,2.8843515745470114,271,8.745163225299653
Tunisia,Africa,2027,12712,12250,82213,11112,1.8530484321900005,271,9.210890264351946
Tunisia,Africa,2028,12938,12149,69495,9085,0.5622170510541906,271,8.439060356648667
Tunisia,Africa,2029,13384,12640,70234,8964,0,271,8.874078485192792
Tunisia,Africa,2030,13868,13188,71067,8886,0,271,9.324662225205604
Turkey,Asia,2023,71591,64221,679461,130801,8.404356934,601,5.681180433952355
Turkey,Asia,2024,74043,67036,533472,104783,5.282985679987846,601,3.9536665931236112
Turkey,Asia,2025,77031,69528,554868,108557,4.819314498792263,601,4.198645503796855
Turkey,Asia,2026,80105,72054,579962,113217,4.426447950439778,601,4.5764783501385295
Turkey,Asia,2027,83266,74613,608694,118753,4.103357688985106,601,5.086237909121039
Turkey,Asia,2028,85717,77428,462704,92735,0.9819864347676184,601,3.358724068300175
Turkey,Asia,2029,88705,79920,484100,96508,0.5183152535774092,601,3.6037029789772643
Turkey,Asia,2030,91780,82446,509195,101168,0.1254487052195863,601,3.9815358253165827
Turkmenistan,Asia,2023,25,25,195,0,8.974199154043607,37,1.4246543459898806
Turkmenistan,Asia,2024,26,24,168,0,9.545790787857811,37,1.587196374358214
Turkmenistan,Asia,2025,25,24,162,0,9.213985321365774,37,1.5242982704594183
Turkmenistan,Asia,2026,25,24,156,0,8.876376106126061,37,1.4426469438326421
Turkmenistan,Asia,2027,25,24,151,0,8.533212153531943,37,1.342367890023875
Turkmenistan,Asia,2028,26,24,124,0,9.104803787344913,37,1.5049099183910788
Turkmenistan,Asia,2029,26,24,117,0,8.772998320851004,37,1.4420118144918503
Turkmenistan,Asia,2030,25,24,111,0,8.435389105614103,37,1.360360487865167
Uganda,Africa,2023,3015,2746,38364,5411,10.063780760678434,236,4.056718879375393
Uganda,Africa,2024,3323,3042,28884,4282,2.1131625829302294,236,4.086247624550146
Uganda,Africa,2025,3459,3166,29850,4389,0.8143362796576952,236,3.8910277401901543
Uganda,Africa,2026,3597,3290,31063,4530,0,236,3.6694393395464493
Uganda,Africa,2027,3738,3413,32519,4704,0,236,3.4216489222832758
Uganda,Africa,2028,4046,3709,23039,3576,0,236,3.4511776674564323
Uganda,Africa,2029,4182,3833,24005,3682,0,236,3.255957783096037
Uganda,Africa,2030,4321,3957,25218,3823,0,236,3.034369382452033
Ukraine,Europe,2023,26354,25089,126171,55273,3.0164886485995925,358,5.786022433504059
Ukraine,Europe,2024,26818,25585,105946,50935,1.745435252370175,358,5.539798291905669
Ukraine,Europe,2025,28441,27108,109913,53908,1.0367254294505077,358,5.564275724812248
Ukraine,Europe,2026,30087,28655,113879,56981,0.29279162271502734,358,5.598028079499444
Ukraine,Europe,2027,31758,30225,117836,60151,0,358,5.640930539762781
Ukraine,Europe,2028,32223,30720,97611,55813,0,358,5.394706398165372
Ukraine,Europe,2029,33845,32243,101578,58786,0,358,5.419183831072489
Ukraine,Europe,2030,35492,33790,105544,61858,0,358,5.452936185759333
United Arab Emirates,Asia,2023,13888,12532,212870,27433,9.324514667451183,329,2.4906688829963852
United Arab Emirates,Asia,2024,16125,14702,204368,26155,8.843068879401038,329,2.8890258969899794
United Arab Emirates,Asia,2025,16864,15345,218630,28335,7.610536879973964,329,2.826834529198648
United Arab Emirates,Asia,2026,17538,15923,233498,30667,6.360600788438152,329,2.733277644017549
United Arab Emirates,Asia,2027,18147,16435,248962,33148,5.093471487954659,329,2.6085613274106905
United Arab Emirates,Asia,2028,20385,18605,240460,31870,4.6120257,329,3.0069183414025584
United Arab Emirates,Asia,2029,21124,19249,254722,34050,3.3794937004747574,329,2.9447269736103214
United Arab Emirates,Asia,2030,21797,19826,269590,36382,2.1295576089412727,329,2.8511700884298747
United Kingdom,Europe,2023,349191,256365,3128828,611406,9.080571760074836,1928,8.007220527
United Kingdom,Europe,2024,269112,230413,2034627,376952,4.4753359960749926,1928,8.054674335143373
United Kingdom,Europe,2025,293493,243925,1847144,334405,2.7178472586927924,1928,7.960173085176518
United Kingdom,Europe,2026,325446,260260,1691630,299801,1.0075869236083648,1928,7.851904108600397
United Kingdom,Europe,2027,364921,279398,1567715,273057,0,1928,7.729981644734155
United Kingdom,Europe,2028,284841,253447,473514,38603,0,1928,7.7774354531977785
United Kingdom,Europe,2029,309222,266959,286031,0,0,1928,7.682934203230678
United Kingdom,Europe,2030,341175,283294,130518,0,0,1928,7.574665226654299
United States,North America,2023,924848,782791,7257365,2481229,6.265255109712935,3051,7.563746469370404
United States,North America,2024,770924,688343,3261183,720029,1.4610661248203982,3051,7.729719366525203
United States,North America,2025,811489,722360,2333384,322200,0,3051,7.650432552074815
United States,North America,2026,865926,765211,1531525,0,0,3051,7.551706682683292
United States,North America,2027,934136,816830,854305,0,0,3051,7.433644387385877
United States,North America,2028,780211,722382,0,0,0,3051,7.599617284498031
United States,North America,2029,820777,756399,0,0,0,3051,7.5203304700556215
United States,North America,2030,875214,799250,0,0,0,3051,7.421604601
Uruguay,South America,2023,2493,2319,18745,2206,2.164573528322613,243,9.438452798455138
Uruguay,South America,2024,2768,2539,17209,1805,0.3812212308145604,243,9.446730778088055
Uruguay,South America,2025,2859,2630,15873,1722,0,243,9.645359507
Uruguay,South America,2026,2941,2713,14389,1642,0,243,9.857759217
Uruguay,South America,2027,3014,2787,12756,1562,0,243,10.083896979801722
Uruguay,South America,2028,3288,3007,11220,1161,0,243,10.092174959434885
Uruguay,South America,2029,3379,3098,9884,1079,0,243,10.290803688032302
Uruguay,South America,2030,3461,3181,8400,998,0,243,10.503203398824025
Uzbekistan,Asia,2023,3836,3747,17082,11891,0,126,1.840640859327468
Uzbekistan,Asia,2024,3853,3763,17554,10638,0.4439570231934802,126,2.174895789423384
Uzbekistan,Asia,2025,4192,4096,18532,11876,0,126,2.1287389421354046
Uzbekistan,Asia,2026,4534,4432,19529,13150,0,126,2.059646319952801
Uzbekistan,Asia,2027,4880,4772,20545,14459,0,126,1.9677909375786506
Uzbekistan,Asia,2028,4897,4788,21017,13206,0,126,2.302045867673127
Uzbekistan,Asia,2029,5236,5121,21995,14444,0,126,2.2558890203844024
Uzbekistan,Asia,2030,5579,5457,22992,15718,0,126,2.186796398202316
Venezuela,South America,2023,1323,1251,5289,65,7.1702484054296445,279,2.3824423034031463
Venezuela,South America,2024,1286,1164,603,46,3.8974155606113765,279,1.6358392690330437
Venezuela,South America,2025,1219,1110,0,0,3.446725669606769,279,1.477337660268439
Venezuela,South America,2026,1158,1065,0,0,3.0700985516779884,279,1.3363951478630232
Venezuela,South America,2027,1105,1030,0,0,2.766468231,279,1.2127801260133877
Venezuela,South America,2028,1068,942,0,0,0,279,0.4661770916449832
Venezuela,South America,2029,1001,889,0,0,0,279,0.3076754828815611
Venezuela,South America,2030,940,844,0,0,0,279,0.16673297047500935
Yemen,Asia,2023,1356,1264,23962,3449,15.096574927584143,119,1.831775707
Yemen,Asia,2024,1613,1538,22298,3247,13.933323554973276,119,1.5226266570712144
Yemen,Asia,2025,1684,1598,24240,3570,13.46023595349091,119,1.484303962280578
Yemen,Asia,2026,1755,1658,26337,3904,12.996932514965676,119,1.4670988723208824
Yemen,Asia,2027,1825,1717,28586,4250,12.543116274686236,119,1.4708769869832234
Yemen,Asia,2028,2083,1991,26922,4048,11.379864902077536,119,1.1617279367803328
Yemen,Asia,2029,2154,2051,28864,4371,10.906777300596566,119,1.1234052419902296
Yemen,Asia,2030,2225,2111,30961,4705,10.443473862070274,119,1.1062001520302696
Zambia,Africa,2023,1196,1031,10495,1315,0,161,4.724169435784489
Zambia,Africa,2024,1213,1096,9838,1162,0,161,4.933899781921334
Zambia,Africa,2025,1290,1156,9570,1186,0,161,4.766202736081054
Zambia,Africa,2026,1374,1218,9240,1215,0,161,4.5974995423033755
Zambia,Africa,2027,1466,1283,8846,1249,0,161,4.427899036901058
Zambia,Africa,2028,1484,1348,8190,1096,0,161,4.637629383037364
Zambia,Africa,2029,1561,1408,7922,1120,0,161,4.469932337196303
Zambia,Africa,2030,1645,1470,7592,1149,0,161,4.301229143
Zimbabwe,Africa,2023,1661,1555,11999,1865,0,187,3.3620733979605153
Zimbabwe,Africa,2024,1821,1661,11535,1641,0,187,3.371808640253791
Zimbabwe,Africa,2025,1909,1769,11279,1679,0,187,3.429944840749643
Zimbabwe,Africa,2026,2000,1879,11056,1729,0,187,3.480783244292593
Zimbabwe,Africa,2027,2094,1991,10864,1791,0,187,3.5243171912576914
Zimbabwe,Africa,2028,2255,2097,10399,1566,0,187,3.534052433550895
Zimbabwe,Africa,2029,2342,2205,10144,1604,0,187,3.5921886340468547
Zimbabwe,Africa,2030,2433,2315,9921,1654,0,187,3.643027037589591
